respondent_id,h1n1_vaccine,seasonal_vaccine
26863,0.15876251738111,0.4721297432804201
26864,0.26166334400691355,0.37805503179575894
26865,0.05422622921949329,0.08957622756449385
26866,0.09308885042002477,0.5389709460052772
26867,0.22853550239173362,0.2893326031483626
26868,0.7192578795514237,0.8354995851660637
26869,0.057040707390824834,0.4304220677537519
26870,0.5643736886447552,0.7753469299477144
26871,0.02357544833699557,0.03441944401531202
26872,0.03953826804407345,0.3271316184324273
26873,0.13832472839249688,0.887038039511266
26874,0.0723486011165059,0.1689603865296171
26875,0.47027148726129725,0.9308371539558643
26876,0.09525128817185471,0.1407825253426703
26877,0.12881646712218997,0.1401775427589001
26878,0.1610092485912226,0.3020286407554232
26879,0.006572220896395508,0.03275117440049484
26880,0.13649214735732054,0.30743424781599393
26881,0.02006057789887998,0.16390934342467292
26882,0.07493409474564236,0.1709071070059423
26883,0.15330737166122077,0.3687855303213923
26884,0.0011113144445599405,0.018155871530395322
26885,0.22349725122534847,0.8418925338681612
26886,0.08252355776381605,0.7842623834067239
26887,0.7281651807827838,0.873647631807443
26888,0.8996269899981594,0.9057784970705626
26889,0.009646369658467917,0.08509126719262937
26890,0.051002579309513726,0.37189218610118585
26891,0.376959694312119,0.49548547096952544
26892,0.06159123207348759,0.7017719160030512
26893,0.11379818967045273,0.257842295513555
26894,0.3287938614234574,0.4028352832851792
26895,0.06327748126019363,0.8480455919118126
26896,0.0813221901905935,0.10931740793430908
26897,0.11424231234723262,0.505992564341976
26898,0.08408658353268404,0.44894759706773585
26899,0.020223819441630094,0.051015992480643174
26900,0.1571025583893546,0.31889775109155244
26901,0.04757528595554988,0.44999136928765954
26902,0.0797036433651932,0.927443173638506
26903,0.31550272940340135,0.12359124770848312
26904,0.17306998509347593,0.5614499490475164
26905,0.26234236491908614,0.7767533981625026
26906,0.021886319114640205,0.24425447793815858
26907,0.029998210024330802,0.6507072860973397
26908,0.02350646739183873,0.52591225745981
26909,0.17326711603192144,0.3279343323342797
26910,0.009959494758119077,0.10208557045912271
26911,0.09782955494418877,0.12256327001901748
26912,0.577727017356574,0.932433152898755
26913,0.5895885369310718,0.7921827827778762
26914,0.04295139482358558,0.1760542014544971
26915,0.12074412360941211,0.7871873283769241
26916,0.036709907653521744,0.3525246631639482
26917,0.001880749138487484,0.009519388092008165
26918,0.7902019017904944,0.9198950503837673
26919,0.06461400949222759,0.36121104717947
26920,0.02837765800363339,0.1787201247729251
26921,0.20003913692953837,0.8797805146515009
26922,0.01220181740483219,0.5169749009525045
26923,0.21153538800889357,0.5939205876346109
26924,0.7855018173954403,0.8715128714071912
26925,0.1842797782941698,0.5220993892117705
26926,0.4008983155982165,0.17918139102655872
26927,0.47468509551172955,0.7534945046420695
26928,0.009840401921886047,0.22845282418000487
26929,0.15332721430257068,0.2051352541056689
26930,0.599058861673162,0.8859987631511939
26931,0.18915985215129363,0.4978946379155818
26932,0.1313196603581567,0.8866016050362485
26933,0.041087552266476104,0.7710402114606173
26934,0.3430458375254413,0.6875782346214888
26935,0.1273828091244183,0.570604488637634
26936,0.503029938805467,0.2745135137352923
26937,0.12701685472652863,0.661070457140139
26938,0.029247367396239177,0.04217523369715745
26939,0.07589129103699273,0.06984411612355199
26940,0.10339438330936868,0.18574804915665594
26941,0.16590018187613645,0.5563426847935632
26942,0.7555053933186401,0.8704587288128066
26943,0.060483452763747135,0.5300102638000825
26944,0.043984958387605175,0.21113230806450345
26945,0.057424491828400835,0.5287824331025749
26946,0.04492205064203277,0.7144323333050079
26947,0.002638661063847197,0.07583283280952678
26948,0.08165962180904122,0.16071368269286507
26949,0.046060165171720784,0.12584407354065247
26950,0.08100337021308901,0.7561747751434195
26951,0.14782783618605297,0.4208489754258687
26952,0.8662028888115738,0.9128048451845238
26953,0.6438050165513167,0.9641529528235697
26954,0.008273689006592947,0.0909861233179122
26955,0.08653394419485305,0.6221987616529417
26956,0.0019652500256619665,0.027706242368918613
26957,0.04962425048730682,0.8720024143240063
26958,0.04099985304827488,0.3783366835659081
26959,0.14607171038001962,0.3644212018758252
26960,0.02250571763181977,0.0791528313301197
26961,0.26203398924892785,0.5994117527787048
26962,0.12575967194692,0.9308430456493102
26963,0.06643803583311757,0.2631063455857234
26964,0.1364216226478517,0.2910025763278245
26965,0.5591758272307594,0.9197067703276659
26966,0.03236123113949962,0.0978788662782143
26967,0.0014533659704930465,0.03638479758117466
26968,0.09344753981778992,0.7817444741802316
26969,0.08850869589074013,0.263673616483181
26970,0.8114294464128519,0.43004647672090274
26971,0.1827471572620799,0.4267249580242122
26972,0.017363220006553395,0.031824655275383966
26973,0.07033800018676557,0.1058708667306441
26974,0.31950388566977767,0.4799661009948779
26975,0.18124627570874238,0.7062735914053387
26976,0.8480032399068694,0.4237750411150074
26977,0.14805729822056657,0.46950265667106633
26978,0.055285716509243035,0.811452698375449
26979,0.3995052331748187,0.616592333606302
26980,0.056846715521197175,0.21415768742443694
26981,0.01982735299128244,0.19483912756795918
26982,0.621066762985872,0.8060027569910313
26983,0.1790366018933932,0.5640067471113784
26984,0.03317330002688073,0.13122267485060574
26985,0.016193728747098787,0.09425459003709775
26986,0.09419845864195077,0.5851063836350281
26987,0.041983245411377525,0.19006105050324112
26988,0.004802867135110284,0.0791993375768165
26989,0.36910101501936016,0.7872749333570076
26990,0.005356177978658928,0.07096889628471365
26991,0.15893250301171635,0.4403892712155465
26992,0.48579854192551536,0.5938494009111644
26993,0.07063641123397381,0.7693681594606374
26994,0.10126422707842578,0.333983799876817
26995,0.041455956169244954,0.3510892832779779
26996,0.31193733327226403,0.3064704654479747
26997,0.010017499976480264,0.06007684717974789
26998,0.07159351271594745,0.1195559027321664
26999,0.17996901188312758,0.39706065475201374
27000,0.060731945107529245,0.3001284350642562
27001,0.026604670775933148,0.7437508743505203
27002,0.029796753555371102,0.3137563341641773
27003,0.007702742167944309,0.048397934634699415
27004,0.0013798033855608796,0.0203042911090671
27005,0.2640106893042128,0.6913909799333121
27006,0.8968776769616947,0.9438272383692253
27007,0.03168163494558559,0.15918876827308012
27008,0.04850562349253664,0.08263616751993678
27009,0.1553547842523528,0.37766204985614
27010,0.0393171876343091,0.16730571065488034
27011,0.028285775430777566,0.10156586387597247
27012,0.3460510563805184,0.659667149584996
27013,0.18190787802508132,0.4531897851377588
27014,0.07753375157100352,0.42152714894159804
27015,0.0006819620754163288,0.01086747186802439
27016,0.13655129186032747,0.44503342224857695
27017,0.5519930818692108,0.8156879947519927
27018,0.044345895327478374,0.2564579339692386
27019,0.9248861615154116,0.9630325917337856
27020,0.24726175162183064,0.21372851672102583
27021,0.25733816236460005,0.5585666285303414
27022,0.07942202518542477,0.26888525780393385
27023,0.1204022906758194,0.17734452744201093
27024,0.037782614074055865,0.272410371262877
27025,0.1095828576653523,0.04585306792658384
27026,0.014819587952796068,0.26417349524700645
27027,0.050824344008177466,0.6848588716440249
27028,0.5018147155670563,0.8641315605115288
27029,0.1823523962281876,0.34306699778460087
27030,0.4309281221739457,0.3731775007598882
27031,0.3673601771153128,0.8694553991709189
27032,0.08288693684914701,0.37824684055398666
27033,0.48319389623341247,0.8074102144334938
27034,0.009321748928330808,0.5589306284549073
27035,0.2499192061592409,0.4589203365520886
27036,0.3928092859492653,0.7356419385193405
27037,0.7878378963619237,0.8025132635835588
27038,0.026267758599233894,0.04015446500674974
27039,0.4459509441947148,0.842958092124171
27040,0.09277656031817917,0.11029048379631642
27041,0.03457010802076501,0.40907933427547816
27042,0.03719013189472987,0.6562310351062414
27043,0.4419797928497275,0.7052214988986262
27044,0.022807723535524158,0.08599114882712963
27045,0.09124417350703315,0.6730239803494672
27046,0.1024102286650939,0.15589859939179332
27047,0.4434789157477997,0.2458736828039326
27048,0.0764540191275318,0.30293287930774654
27049,0.08414212823575254,0.7950117023889657
27050,0.08926024025784685,0.6025191754176757
27051,0.0014354036370829556,0.02498067095054224
27052,0.03170738083797526,0.2524143128188513
27053,0.8875891232930528,0.9491927994420732
27054,0.08328565536751466,0.20145288649356183
27055,0.030378351074766136,0.7914106808656599
27056,0.07140665701022353,0.09501134772663829
27057,0.006556025577107408,0.019850085478545196
27058,0.8533550603150378,0.9171391895439097
27059,0.15218479196493664,0.368024558983468
27060,0.08267077231077943,0.5097152391038684
27061,0.01541366853608178,0.30565952019414183
27062,0.0799058818329168,0.40286197099056936
27063,0.033361624748766375,0.6337530440832279
27064,0.06252386944278962,0.3502466909456312
27065,0.12140054659622528,0.33344282688469545
27066,0.09190676516716682,0.656530114253226
27067,0.4354979718969766,0.7162654187362509
27068,0.5754327883057284,0.8522929512232189
27069,0.6224104308312528,0.9272283476948154
27070,0.049034713926140575,0.11335919377062009
27071,0.06285752804925175,0.1329650533576567
27072,0.09269051574734934,0.6582832334454651
27073,0.0760369261504932,0.8679079811029649
27074,0.15270659991386024,0.44305734739104885
27075,0.4843842034086307,0.7971787745834887
27076,0.5252732724877845,0.6231710166195253
27077,0.09608679082650175,0.16834869275912598
27078,0.09522178791610193,0.7539455011290864
27079,0.12634506950263852,0.8976435555124436
27080,0.17099572002308872,0.3849882286772822
27081,0.04456912857221808,0.7772701805307777
27082,0.3926345746374339,0.5388082483356847
27083,0.08306983761676702,0.21434171874724584
27084,0.8014924507523499,0.4714816077983737
27085,0.01731437378590433,0.021191146671446167
27086,0.012623518365870081,0.05035944557023361
27087,0.19183415966905037,0.419845290408109
27088,0.45464453299439656,0.8472570148798793
27089,0.3773019774608175,0.3887333219108689
27090,0.3139679045235918,0.5381215306737301
27091,0.7695458019389303,0.25111209154759484
27092,0.16938234646874806,0.43446818003365156
27093,0.28806207108953263,0.3616717915482589
27094,0.015211842443123371,0.09389043656438163
27095,0.05223362627814134,0.5561913338165602
27096,0.07547057515549388,0.3694623426615523
27097,0.4171260287292012,0.6319836399719437
27098,0.6561950073117325,0.8485323948500558
27099,0.368098749284697,0.6710809287096423
27100,0.0436331082611199,0.7201313311878531
27101,0.06886046277084899,0.594242214837582
27102,0.18724712100438254,0.8760007410783753
27103,0.022689758440904092,0.11174073516351196
27104,0.3710155787119543,0.5505121752732732
27105,0.04500202735375408,0.4676180354113624
27106,0.6993605777824409,0.8435408359530895
27107,0.5980066053329526,0.7223159807532192
27108,0.0012300950020434941,0.03131794496265177
27109,0.10481961616283407,0.2723568013136545
27110,0.0731707623979738,0.4525067848877689
27111,0.10097775906230369,0.44600499796074783
27112,0.3011847164898689,0.5590960062763137
27113,0.1368910805796075,0.345516086460089
27114,0.003875851409202474,0.0362897969718005
27115,0.7198658878070388,0.844690398972759
27116,0.10187461536075704,0.8902614718501626
27117,0.0425956036549002,0.15810394756302126
27118,0.07512187548205043,0.5410405505926219
27119,0.11555846884158723,0.4510036393151815
27120,0.17358122605702883,0.966168333374769
27121,0.06078840621900432,0.8417587301227242
27122,0.005842359253128211,0.09553719559424534
27123,0.03288870695740781,0.06453633037951806
27124,0.019819994915912163,0.06920972789272932
27125,0.025388311405239245,0.07091069411523059
27126,0.38741583455764317,0.06796748459469402
27127,0.10419696677123166,0.18568725225225244
27128,0.32281563759948956,0.6547377900838564
27129,0.08591374415550153,0.257531335801109
27130,0.13868210930756808,0.37820299511734684
27131,0.17537503283384234,0.19149760081404532
27132,0.2868083903584534,0.8601042549144071
27133,0.015720819229615584,0.36639136644731907
27134,0.7672844867389266,0.8985126953191674
27135,0.032961361721272314,0.3472590777022257
27136,0.15653307850705891,0.5860491422693841
27137,0.24299715507431457,0.4574757692751351
27138,0.08816665571808557,0.5532647216266084
27139,0.07307266699540413,0.13243614152345715
27140,0.8828419212674793,0.8775489356011178
27141,0.6227006970822628,0.7661854797096805
27142,0.03423534443811342,0.3110303680991913
27143,0.32393226721548857,0.3894998609667482
27144,0.03419932577539785,0.05306855513257415
27145,0.6704916484072403,0.7436773851320302
27146,0.11446176822630605,0.9290202262393893
27147,0.019214808835918532,0.4334878199031638
27148,0.20272375293387176,0.23486582412050777
27149,0.18656760636386524,0.1798939211124888
27150,0.5430514767298276,0.9523314500665285
27151,0.3362541522763198,0.8060214449168056
27152,0.10417561655223073,0.44685622841499506
27153,0.5111487197203103,0.8381265458873746
27154,0.797222079772053,0.8741015083664879
27155,0.20317626297608918,0.6082729002233206
27156,0.015727125556906456,0.41047532124706676
27157,0.03630610045499522,0.6459959385690673
27158,0.0368684441114954,0.39644624991153465
27159,0.077982777439609,0.26652748908989743
27160,0.1233833782867101,0.2394342566157918
27161,0.5453868677761117,0.6988505194345311
27162,0.12323428553705476,0.9495807965688281
27163,0.5130688153375801,0.37054667862724605
27164,0.2129239153215472,0.20408725216501386
27165,0.6200088951563548,0.5217856633290882
27166,0.14244278762741935,0.1626531711679575
27167,0.25189269369027906,0.6314352066086486
27168,0.057778288172103,0.6019091652400749
27169,0.01805148202588014,0.1705575463345887
27170,0.5599283556948634,0.871119871245266
27171,0.030545677438251376,0.33343405667267806
27172,0.061822002256486056,0.8219283560747183
27173,0.3285770451955397,0.5817670402100258
27174,0.00431547206345799,0.03147485935511966
27175,0.040841141593420054,0.1868252368502637
27176,0.6171830540990781,0.9286341789451046
27177,0.8491495195399373,0.9418722268755059
27178,0.06661100691275039,0.3946826129290709
27179,0.15038298547081447,0.2952933885513387
27180,0.151494939657145,0.34589947226991274
27181,0.07357361006459893,0.8291400543491603
27182,0.3950996631530944,0.8553587913608017
27183,0.027739965923257035,0.5464516875381902
27184,0.09837170263455318,0.4994576269555225
27185,0.27390107289865945,0.6536916876981349
27186,0.17520757516207522,0.6529855870737584
27187,0.11798723681979596,0.1122393115323185
27188,0.13100615512788158,0.5034159346649948
27189,0.20644366826977903,0.6429536527177363
27190,0.25020539081671234,0.7289505887676175
27191,0.22336218721546644,0.9542287373302274
27192,0.4135685279916421,0.7956107337222718
27193,0.02352982855753275,0.2441823112616254
27194,0.23132668531223866,0.4989308505964981
27195,0.02927906871297004,0.14176174151123688
27196,0.15095571808222363,0.28943971912209226
27197,0.09291607873985912,0.6735811694135329
27198,0.9165044631018341,0.9856447280348593
27199,0.11653604765612514,0.26272962309987613
27200,0.2992046522605657,0.7616993276696509
27201,0.5766356718345793,0.8985169622170511
27202,0.1389870690401467,0.06946065589484948
27203,0.03524077638032594,0.18974699208165688
27204,0.0775969260888982,0.15052928589467185
27205,0.0009097183898878073,0.016466988472778808
27206,0.17700004390720883,0.1682817952581248
27207,0.000803954385312187,0.008195740261165336
27208,0.85365617325058,0.7005230955175685
27209,0.0016076717613834357,0.015883022877281956
27210,0.12705878708654134,0.34399225570375
27211,0.04325054212944681,0.2218209687123574
27212,0.4622949260108098,0.9176417297442168
27213,0.44842382189445656,0.5510348630119766
27214,0.054821692977831175,0.1052190859898556
27215,0.2247647094183273,0.9247017240273983
27216,0.17713153236554954,0.8566991152987622
27217,0.06473153614695704,0.1680943284514051
27218,0.8333023842740592,0.950391432803096
27219,0.5720030348297356,0.6072214759124404
27220,0.2215567577810836,0.4561050436369534
27221,0.08562357414308698,0.5266047657301359
27222,0.09757599841389422,0.4813463840308526
27223,0.027039558381872733,0.6274405012170773
27224,0.11591167373685911,0.6525081226899152
27225,0.2493695295807713,0.2810710419393358
27226,0.050923109025454445,0.2770452179608069
27227,0.2873613933899842,0.5008025688017932
27228,0.5972706236735495,0.8636926512287055
27229,0.8158799886745963,0.8930467924738799
27230,0.2801724850169764,0.9714735755068354
27231,0.5056258400874283,0.8112417694566049
27232,0.2400891720216479,0.6598961013973406
27233,0.4836165745738252,0.22720339047038138
27234,0.04849946162479961,0.05099685099364469
27235,0.8701127835840702,0.8995613150164451
27236,0.14346620400183807,0.9168357986005954
27237,0.42073203228489314,0.5750940738606858
27238,0.28787141859546345,0.6382970002409631
27239,0.2079821722812846,0.11236623305858742
27240,0.058275638018198926,0.47847699882957967
27241,0.1184310204817741,0.3114432817409323
27242,0.21755055136524556,0.5734640243768585
27243,0.09343171159095438,0.13263576344161232
27244,0.020836792737813935,0.10494245031658639
27245,0.17739284475506442,0.6005720598151786
27246,0.8662820232166144,0.9519639029521657
27247,0.21899801165981464,0.9321934873525014
27248,0.3433894015062042,0.789894163248388
27249,0.09728957143276168,0.6222351341304502
27250,0.198233484813231,0.3873962422922652
27251,0.050216559770063465,0.3292093522566624
27252,0.31803071024474977,0.6902549051182318
27253,0.03939726621640746,0.8939603770126869
27254,0.9382178838673382,0.968589472206913
27255,0.2562790193526158,0.3540709721322681
27256,0.7298965874667822,0.9591684256321712
27257,0.4101410790639194,0.5652507892482785
27258,0.22465342148382922,0.6992524192320569
27259,0.41646374493553745,0.870867200660211
27260,0.22403578256763707,0.6140421581603291
27261,0.32965580818638,0.7846586713052064
27262,0.18722753624997718,0.700391068034638
27263,0.09623460658432305,0.15410499103341938
27264,0.07400487420737237,0.1804827059794945
27265,0.06721288824261369,0.23293185189043766
27266,0.133087987972372,0.39642598719774724
27267,0.1351641215775886,0.8447873307575756
27268,0.01393309227430714,0.19233723979375694
27269,0.7869598758804197,0.417754799724753
27270,0.023729480190372222,0.11250833384566705
27271,0.005577874262253713,0.1408868992504607
27272,0.02868620708543029,0.39141847926732665
27273,0.08434647939532561,0.18079866106377424
27274,0.2805921197361434,0.6963446584437495
27275,0.36047562573507985,0.5209263480214751
27276,0.0023619296833411814,0.0635984966906729
27277,0.07892239439480933,0.8368100460972608
27278,0.09224201187622608,0.3762736039990208
27279,0.014875162403687725,0.16100271169273256
27280,0.009758349107683672,0.052180118085577334
27281,0.04621594979142042,0.3558754236511048
27282,0.12449161127497017,0.8794505724186847
27283,0.028457451879189216,0.09152680245705963
27284,0.21505410056366883,0.3427350490618257
27285,0.042916958629173795,0.3450644569412483
27286,0.026946537129720886,0.12067181233362276
27287,0.07306059525746195,0.5021831284014874
27288,0.6463189527026127,0.7316560687625733
27289,0.1754536328937962,0.43586458034702746
27290,0.0044965038689743116,0.033133790977051464
27291,0.3670610717232081,0.6865717309030871
27292,0.11786805347186911,0.7651543703306941
27293,0.09093949435054739,0.9641558932723475
27294,0.08078135386235957,0.12486145765707632
27295,0.43371103155239493,0.8897229706529524
27296,0.09842453520172313,0.7300482602490297
27297,0.08126746308110999,0.6630387541108406
27298,0.045425041037168705,0.21076548948523974
27299,0.32772061193035723,0.722789072145709
27300,0.13645816303159455,0.9597044874763941
27301,0.02517895597909949,0.06814913074746753
27302,0.24598708412897605,0.6785206609662928
27303,0.11077052533469374,0.24923603880329198
27304,0.07127683767229237,0.8292639682232653
27305,0.02903278914710973,0.059620257235220415
27306,0.26876773499056883,0.5898217631506365
27307,0.7692268741028513,0.7261308582205998
27308,0.2786624309485676,0.32869226657576767
27309,0.7964990026972858,0.9699105051018275
27310,0.03636465453426479,0.1850079580869561
27311,0.04107738890282708,0.07839207805360668
27312,0.0629054843417582,0.4413378166304476
27313,0.04161838684350647,0.12897665974032435
27314,0.06547450849076064,0.07227068181310217
27315,0.01898009056191196,0.23660806400254314
27316,0.15968041059196364,0.6176578536654941
27317,0.08883572855815881,0.22543453659202406
27318,0.15182611026518236,0.3898849083807581
27319,0.1785728918365993,0.801946452855483
27320,0.09973926594004869,0.39822232867221713
27321,0.07095219937674864,0.5297538799936585
27322,0.4389148860814426,0.13776638128904706
27323,0.04172447341299252,0.5896130675304225
27324,0.1538916318552125,0.4262911421251864
27325,0.8092586374117506,0.9200477541300635
27326,0.06841453400773172,0.6038710238595602
27327,0.1684341947632698,0.47807322711317535
27328,0.3161083853771645,0.5771074571498676
27329,0.1796345446623857,0.2956466017329536
27330,0.00821552171758324,0.5160032122097274
27331,0.12371537587616964,0.2266031585424739
27332,0.11998109245607104,0.9451054349261735
27333,0.5828877245087096,0.7433900516211076
27334,0.09180605337490601,0.05948089708491073
27335,0.1197448907919889,0.07322828749264051
27336,0.15498464709765833,0.2523173699165204
27337,0.29701199963937464,0.6371121587355246
27338,0.34579998287394,0.4281998594336649
27339,0.15301319282262668,0.2936980161255819
27340,0.01931283829478791,0.2658979121273552
27341,0.42476448261144195,0.7720252167854618
27342,0.06659910994586801,0.6307505800223088
27343,0.10143510078221495,0.1793092011089336
27344,0.34424332430619936,0.5178947820518199
27345,0.08004195624290338,0.4657555193483247
27346,0.5795885843565945,0.9365377076236362
27347,0.7575939651827784,0.901650911236955
27348,0.0940511530150354,0.46997718038119163
27349,0.09963250580997536,0.2025283328763573
27350,0.05680486365342468,0.8844715090761867
27351,0.7114432474379807,0.8460677879138093
27352,0.07118649083149452,0.32422746412316145
27353,0.006943676418530016,0.10845646042719068
27354,0.294447171044008,0.6381366443433379
27355,0.2977212307793096,0.36793249542653084
27356,0.16533222092491237,0.48489602392789155
27357,0.11505782129673772,0.31251535999827973
27358,0.1526687391594916,0.6558576658534756
27359,0.55524154157955,0.7880993390938118
27360,0.14378698773354012,0.48723628538527197
27361,0.020358123944938893,0.8917466020905883
27362,0.23975347187358198,0.4635847788628701
27363,0.19993259540372876,0.4123683973523163
27364,0.03952785794205265,0.05258262461909622
27365,0.26340996271918027,0.6835108416125523
27366,0.3397405925550093,0.6128342156447631
27367,0.4210699636243061,0.7245709999051673
27368,0.05840314970133607,0.5239875736392298
27369,0.026371257114902385,0.04855919514766483
27370,0.029321507176335228,0.860345163465584
27371,0.1865777601529197,0.3697805492326497
27372,0.14535795988100628,0.3582373288726642
27373,0.7945805895050564,0.6213151858505047
